source_id	target_type	record_mapping_status	metadata_status	blockers	candidate_record_id	source_path	sha256	duplicate_lineage	duplicate_role	medical_review_status	rights_status	closure_status
SRC-0020	clinical_skill	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_SKILL_FIELDS_NOT_EXTRACTED_BY_SCOPE	CAND-7.6-SRC-0020	02_Internship/Clinical_Skills/README.md	6e3156e5deabcbbf63b6b8c7f0c097bf66941a59c0267a4f86603e254901119b	NO_DUPLICATE_MARKER_IN_INPUT_HANDOFF	NOT_APPLICABLE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0023	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0023	02_Internship/Drug_Essentials/drug_essentials_intern_level_v2.md	bb0508f5b5a4bbdbf4919d28f4115f444c26ed514c2c4f50f13723bab91225fb	DUP-DRUG-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0024	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0024	02_Internship/Drug_Essentials/implementation_notes.md	810d08ed40ef7f190995b2eead2d8ee670d06de511223e1455dea5bb3d9d1e1e	DUP-DRUG-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0025	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0025	02_Internship/Drug_Essentials/README.txt	64469d1134e1045a96230469388ea31b7f4adc797be7f2260696df30a0e93401	DUP-DRUG-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0027	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0027	02_Internship/Drug_Essentials_v2_Pack/drug_essentials_intern_level_v2.md	2bc084ccf0d074cf22573b8ca352b0918eb1ca448eed8f2a6885a3f5e2777d27	DUP-DRUG-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0028	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0028	02_Internship/Drug_Essentials_v2_Pack/implementation_notes.md	5a30d419e6aa14626652532d3d657a7657f4cea2dc49980805497d29d5a36831	DUP-DRUG-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0029	lesson	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;LESSON_CONTENT_NOT_EXTRACTED_BY_SCOPE;DUP-DRUG-001_DECISION_REQUIRED	CAND-7.6-SRC-0029	02_Internship/Drug_Essentials_v2_Pack/README.txt	5c2377e8c30aa6c901eb5bb5a3b4c6679c33f27de883c480a42e38eab6282eb5	DUP-DRUG-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0033	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0033	02_Internship/Emergency_Cases/emergency_cases_intern_level.md	2b3afae2bf4d19d837f0075ca979c5810d49eb3e82f0dcb9356ce1a47962a99c	DUP-EMERGENCY-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0034	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0034	02_Internship/Emergency_Cases/implementation_notes.md	6b74fe4e4b450289df6cb54358f32f46da737236646310da9784d5cefde649a8	DUP-EMERGENCY-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0035	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0035	02_Internship/Emergency_Cases/README.txt	e22eeb24f6ed69e75ae1d4d6c90e4ce67a4b0549a2c7af5364e578011e8a17bd	DUP-EMERGENCY-001	HISTORICAL_LINEAGE_PRESERVED	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0037	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0037	02_Internship/Emergency_Cases_v2_Pack/emergency_cases_intern_level.md	455983813a4f540fc6b5f9520e245886ed775c1ae472ade79ce7089b6ed068a4	DUP-EMERGENCY-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0038	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0038	02_Internship/Emergency_Cases_v2_Pack/implementation_notes.md	4fedbe459e19e938cb63fb164d025e651593d0b7dc56a75237d05c8fd83d3495	DUP-EMERGENCY-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0039	clinical_case	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;CLINICAL_CASE_FIELDS_NOT_EXTRACTED_BY_SCOPE;DUP-EMERGENCY-001_DECISION_REQUIRED	CAND-7.6-SRC-0039	02_Internship/Emergency_Cases_v2_Pack/README.txt	81d8a30163db1bc453c936dc9815a42630acebd88f48905d4befb44b626c0ce1	DUP-EMERGENCY-001	PRIMARY_EDUCATIONAL_CANDIDATE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0041	book	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;REFERENCE_FRAMEWORK_RELATION_UNASSIGNED;PATHWAY_LOCATION_UNRESOLVED_IN_INPUT_HANDOFF	CAND-7.6-SRC-0041	02_Internship/Internship books SEG/IM_HighYield_Review.pdf	d6374402fc43b236023cebf6679240c4229d6e570be4f81a216a9498a9f7543d	NO_DUPLICATE_MARKER_IN_INPUT_HANDOFF	NOT_APPLICABLE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0042	book	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;REFERENCE_FRAMEWORK_RELATION_UNASSIGNED;PATHWAY_LOCATION_UNRESOLVED_IN_INPUT_HANDOFF	CAND-7.6-SRC-0042	02_Internship/Internship books SEG/ObGyn_HighYield_Review_Dr_Alaa_Aqrabawi.pdf	2ea59d2787806fc09d0922f0e8116b08e41ca57c2aaa2aa42b4d179f1f9138f9	NO_DUPLICATE_MARKER_IN_INPUT_HANDOFF	NOT_APPLICABLE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0043	book	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;REFERENCE_FRAMEWORK_RELATION_UNASSIGNED	CAND-7.6-SRC-0043	02_Internship/Internship books SEG/Pediatrics_HighYield_Review.pdf	9817f7cf2a905d76deb029a1658f81eb1c0e4e05e7de104ea71b6914626aee7a	NO_DUPLICATE_MARKER_IN_INPUT_HANDOFF	NOT_APPLICABLE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
SRC-0044	book	PREPARED_PROVISIONAL_NOT_PRODUCTION	PARTIAL	OWNER_NOT_SUPPLIED;PUBLISHER_NOT_SUPPLIED;SOURCE_VERSION_NOT_SUPPLIED;TAXONOMY_ID_AND_VERSION_NOT_SUPPLIED;RIGHTS_SCOPE_NOT_CLASSIFIED;PRECISE_CONTENT_LOCATOR_NOT_SUPPLIED;PATHWAY_TRACK_REQUIRES_EXPLICIT_SOURCE_CONFIRMATION;EXTERNAL_CLINICAL_APPROVAL_NOT_CLAIMED;REFERENCE_FRAMEWORK_RELATION_UNASSIGNED	CAND-7.6-SRC-0044	02_Internship/Internship books SEG/Surgery_HighYield_Review.pdf	c5d05145b2cb796da45a07870ef4b7917890efb42731761f3cbba96282c8dc8f	NO_DUPLICATE_MARKER_IN_INPUT_HANDOFF	NOT_APPLICABLE	OWNER_REVIEW_AVAILABLE_PENDING_RECORDIZATION	PENDING_SCOPE_CLASSIFICATION	OPEN
