Content ID,Title,Track,Source,Reviewer,Review Status,Review Date,Comments,Approval State
B1-KU-069,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-070,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-071,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-072,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-073,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-074,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-075,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-076,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-077,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-078,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-079,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-080,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-081,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-082,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-083,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-084,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-085,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-086,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-087,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-088,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-089,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-090,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-091,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-092,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-093,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-094,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-095,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-096,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-097,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-098,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-099,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-100,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-101,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-102,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-103,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-104,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-105,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-106,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-107,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-108,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-109,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-110,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-111,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-112,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-113,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-114,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-115,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-116,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-117,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-118,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-119,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-120,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-121,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-122,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-123,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-124,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-125,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-126,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-127,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-128,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-129,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-130,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-131,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-132,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-133,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-134,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-135,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-136,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-137,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-138,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-139,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-140,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-141,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-142,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-143,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-144,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-145,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
B1-KU-146,NOT_SUPPLIED,NOT_SUPPLIED,NOT_SUPPLIED,UNASSIGNED,pending-intake,,Structure-only review-queue placeholder; no source or medical content loaded.,NOT_APPROVED
